#GENE	LENGTH	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_05988	129	136.48	135.67	77.57	70.64	118.04	105.97	123.17	123.91	136.89	126.49	98.57	110.39	105.37	92.70	111.62	98.86	154.09	177.62	135.91	123.78	126.21	134.98	113.62	126.71	110.12	154.63	98.88	133.83	122.26	41.03	83.71	130.51	80.37	76.60	66.60	52.15	67.83	68.67	52.72	75.65	91.37	78.42	68.47	58.07	55.84	75.26	44.12	85.64
QG37_05989	2130	117.00	119.76	68.71	64.99	102.18	92.59	103.97	98.40	118.38	101.51	75.43	81.68	86.44	100.16	95.49	107.57	128.20	142.46	125.89	100.52	111.11	110.06	125.78	91.72	108.19	125.41	92.83	114.26	83.33	24.45	75.60	120.54	123.74	104.06	94.37	81.31	103.08	104.59	81.12	111.43	124.88	129.45	88.22	89.08	97.46	109.26	98.90	142.58
QG37_05990	1011	128.72	123.45	73.99	68.47	106.77	98.96	111.54	100.44	111.09	90.11	94.97	85.00	96.78	98.86	97.91	112.51	150.16	142.85	133.40	120.74	117.94	125.49	136.46	95.53	128.62	139.29	105.90	116.16	90.43	26.84	71.21	116.99	132.10	100.98	109.71	89.58	101.10	120.77	93.63	117.83	121.46	109.35	78.88	85.74	104.34	109.63	97.82	138.93
QG37_05991	210	119.05	139.00	70.39	64.46	134.56	104.22	99.12	131.50	109.73	97.88	87.16	101.99	94.10	109.63	124.75	106.64	124.51	156.97	124.67	130.17	113.45	134.79	118.72	107.63	123.80	144.14	108.12	116.30	114.97	38.04	70.05	106.36	162.11	133.18	118.60	87.86	117.59	110.19	107.94	134.56	137.89	118.07	104.02	104.69	117.56	103.91	95.41	154.17
QG37_05992	243	99.72	122.42	64.74	68.48	123.09	103.42	114.08	99.53	109.88	93.49	92.09	84.15	87.53	110.05	106.53	112.88	143.02	130.81	147.91	99.84	95.93	115.37	133.21	102.17	97.44	139.23	105.37	96.20	97.55	33.53	78.94	118.33	137.97	119.79	115.00	71.82	91.42	129.26	85.02	101.91	121.87	136.00	85.89	78.54	109.51	115.78	99.58	131.95
QG37_05993	885	85.52	98.59	66.66	64.48	98.65	92.30	96.35	97.20	116.66	87.99	71.51	79.55	80.92	90.48	87.92	106.87	116.08	128.06	122.25	97.14	107.48	105.11	115.19	100.90	94.39	111.17	87.58	108.37	70.73	17.64	54.56	93.15	105.22	107.33	104.48	88.11	106.61	99.42	77.98	104.63	134.12	101.98	85.91	84.24	98.69	103.07	96.40	128.61
QG37_05994	1539	116.41	107.21	59.86	74.06	98.11	96.26	84.47	104.72	108.92	95.21	79.58	85.52	87.28	107.65	89.88	102.36	133.78	130.54	118.92	109.44	113.68	107.89	117.32	92.02	106.30	125.55	82.12	116.65	77.96	28.59	67.41	105.57	119.20	107.34	101.20	84.20	102.97	110.62	79.06	106.45	116.52	120.22	84.49	81.66	108.25	107.58	100.41	134.15
QG37_05995	2508	122.00	138.81	75.84	82.67	126.61	112.39	112.19	116.18	131.27	108.91	95.26	100.37	92.87	109.17	100.31	115.99	147.52	146.09	143.16	122.70	121.45	119.54	137.78	109.18	127.69	145.65	103.69	128.80	109.11	28.19	67.22	127.91	138.23	122.38	113.49	93.90	118.85	116.35	98.65	132.48	149.05	129.74	104.69	97.96	121.66	115.55	112.45	148.33
QG37_05996	768	128.76	115.57	63.48	58.95	100.98	111.58	100.30	98.35	117.46	93.50	73.15	91.75	89.05	93.74	92.26	119.02	137.96	150.44	131.29	99.62	124.04	118.43	126.78	104.38	106.74	123.09	89.27	117.47	94.19	31.41	71.64	117.26	119.21	101.20	104.36	83.50	107.48	105.16	84.29	111.61	143.23	126.67	68.05	88.55	102.99	96.94	98.05	157.69
QG37_05997	846	108.93	98.70	54.17	62.28	92.37	91.93	89.57	93.58	109.80	91.33	83.23	87.66	99.93	89.34	83.92	94.19	139.88	139.59	129.39	96.11	113.59	114.57	121.77	93.16	117.74	136.33	94.51	120.98	109.92	28.46	67.10	100.41	109.54	115.08	108.50	87.11	100.08	117.80	75.96	119.10	137.52	121.83	87.15	82.17	103.62	96.35	90.15	130.65
QG37_05998	654	111.69	118.62	55.11	65.01	83.49	105.88	117.40	105.94	116.91	100.43	79.50	94.65	96.71	112.97	98.31	99.86	137.05	132.13	127.14	99.07	111.43	101.93	126.24	99.44	105.86	135.01	98.64	123.49	89.48	28.68	74.29	101.46	120.99	111.93	98.43	85.20	92.80	120.66	69.51	122.17	132.14	115.68	82.30	87.59	109.07	101.00	81.76	118.31
QG37_05999	615	136.43	112.75	72.75	74.65	121.33	105.45	116.40	116.64	124.87	103.44	103.68	92.11	107.65	110.15	112.20	103.01	117.38	147.06	120.51	91.64	110.29	117.42	122.84	95.67	111.66	141.03	108.32	130.92	87.09	27.05	81.28	129.33	129.93	105.68	112.47	90.54	94.60	100.13	95.00	111.49	139.47	111.56	94.73	88.49	95.03	108.55	88.91	140.15
QG37_06000	147	120.90	140.78	73.85	82.59	122.39	104.73	92.82	91.93	125.09	106.77	101.93	95.62	103.59	110.50	107.54	114.20	136.78	160.52	163.27	113.10	101.51	97.35	121.97	93.36	141.68	126.00	124.39	128.24	113.69	35.69	79.18	135.48	159.20	125.22	99.16	101.12	98.27	104.20	97.07	120.22	145.10	129.29	99.48	103.97	128.37	120.61	103.16	146.59
QG37_06001	1227	111.45	111.76	53.95	64.57	102.14	93.82	100.69	98.51	110.89	85.20	77.21	83.27	82.99	96.96	92.39	102.09	131.11	138.89	117.47	93.23	106.20	107.67	137.19	100.69	98.55	121.30	83.22	113.95	83.53	26.39	65.37	106.68	131.01	104.77	96.93	84.06	84.86	96.84	79.67	109.57	121.01	116.00	91.44	93.94	107.78	111.58	90.32	138.12
QG37_06002	243	91.61	118.92	62.95	74.82	86.55	106.14	118.58	108.76	115.58	103.80	74.38	86.29	92.90	103.19	90.76	107.74	147.99	135.21	117.86	87.61	115.06	103.33	130.18	100.27	108.66	127.18	98.90	114.51	79.39	21.59	45.93	103.23	125.69	101.79	99.36	85.14	99.94	89.31	91.58	113.28	106.74	118.62	97.97	85.18	97.48	111.84	97.65	137.94
QG37_06003	831	103.45	103.36	56.44	73.04	93.21	90.28	100.37	96.41	103.92	99.39	73.49	84.90	78.54	83.02	90.52	107.37	120.42	125.46	115.08	98.55	98.17	104.73	111.10	99.05	104.55	113.62	80.55	107.70	82.67	25.98	60.55	98.05	128.29	86.18	93.80	88.14	94.67	96.33	86.26	101.47	108.59	109.84	80.64	76.55	96.32	101.88	81.89	122.41
QG37_06004	357	111.64	120.38	63.77	79.33	113.01	102.27	99.32	112.01	121.13	102.61	89.63	103.44	96.30	100.00	94.83	121.45	157.87	154.47	129.57	109.66	102.57	124.92	126.32	98.72	126.60	153.20	110.94	140.98	99.97	28.55	70.76	120.85	154.76	112.81	107.39	89.33	92.41	105.31	88.01	100.29	138.82	132.24	99.57	93.24	106.03	112.88	93.00	136.42
QG37_06005	1413	106.22	113.52	64.52	66.78	101.29	98.50	97.26	99.25	114.33	91.24	84.30	85.34	84.69	91.83	92.48	95.53	122.32	126.43	112.97	89.74	113.22	116.12	118.76	99.35	105.23	135.59	84.83	119.29	95.47	26.08	64.10	108.76	120.57	102.26	94.52	93.28	91.69	108.01	79.81	103.91	130.27	116.25	87.08	99.75	106.57	103.58	101.59	135.31
QG37_06006	120	110.40	131.24	62.33	63.62	103.82	86.83	102.74	109.98	109.77	97.43	93.51	86.07	100.14	118.40	105.67	119.07	143.30	158.93	130.57	94.91	124.90	128.92	113.97	115.88	115.69	135.11	111.70	122.62	82.78	33.77	69.96	125.79	136.61	94.94	77.16	83.84	89.92	93.08	65.02	102.77	145.02	108.02	72.08	104.39	133.88	97.33	127.38	154.32
QG37_06007	138	113.23	115.12	69.05	77.75	95.38	125.74	114.64	113.00	116.40	110.80	86.17	99.61	80.20	107.41	106.59	108.04	125.21	149.99	157.44	124.43	121.17	124.92	117.53	113.90	121.87	152.93	100.22	147.04	116.89	25.26	63.04	123.48	124.05	119.51	100.07	85.11	102.00	87.46	84.17	120.43	120.28	128.18	96.82	110.53	124.63	103.26	91.67	167.22
QG37_06008	1668	119.83	120.69	65.49	57.81	102.22	93.75	102.76	107.59	120.89	100.19	83.74	98.08	93.06	93.51	104.26	111.10	135.64	144.64	137.36	105.41	108.45	119.13	115.95	92.38	117.70	140.86	96.54	115.98	89.39	26.12	69.17	111.68	123.65	114.06	122.26	79.22	100.12	123.98	92.60	118.72	132.25	125.42	96.63	85.71	103.27	103.97	98.28	137.09
QG37_06009	1236	94.13	113.02	57.67	64.90	93.91	104.88	96.41	100.09	107.39	92.39	74.70	81.25	87.45	97.92	90.03	105.26	139.36	140.24	122.47	92.75	113.18	104.82	115.18	86.47	112.60	138.38	93.47	101.88	95.51	26.86	55.46	110.68	119.05	102.17	98.13	77.64	92.72	103.94	80.79	106.70	116.74	117.79	82.53	91.42	105.22	123.36	97.43	139.50
QG37_06010	177	95.28	93.74	57.03	60.21	69.95	84.12	93.34	70.92	97.24	64.39	61.97	72.08	68.76	79.72	87.23	107.21	132.21	108.77	98.25	97.47	86.12	103.90	107.51	82.76	104.85	99.47	72.85	92.01	72.31	20.85	49.91	90.06	91.61	86.56	83.34	52.59	67.69	111.27	62.80	92.54	94.38	111.21	86.34	64.80	96.81	80.74	83.49	109.85
QG37_06011	2520	100.84	107.37	64.63	72.90	98.32	98.10	104.44	100.50	111.27	90.04	77.83	86.31	89.24	102.52	95.61	106.99	124.61	140.00	118.57	100.61	106.40	103.34	115.20	96.35	110.20	129.07	93.17	111.93	80.03	21.00	62.86	108.32	123.04	104.16	94.32	82.24	98.83	110.11	80.68	109.48	126.65	109.52	91.31	83.77	102.65	98.48	85.21	125.74
QG37_06012	624	112.29	107.81	66.72	64.69	107.38	109.11	103.81	101.04	124.20	103.61	89.22	105.79	104.35	100.81	91.38	105.21	160.91	159.88	136.36	101.77	115.04	125.62	128.86	96.83	121.17	143.84	100.52	130.48	103.88	28.61	77.70	121.13	145.39	104.76	106.09	93.50	120.45	102.68	89.49	124.18	134.15	131.70	98.53	78.70	123.02	100.31	101.62	132.61
QG37_06013	141	109.56	129.29	83.96	78.66	147.86	137.91	118.48	143.66	124.54	115.15	98.25	86.76	99.09	107.77	128.05	103.72	142.07	170.26	127.77	136.85	117.01	140.09	143.63	119.30	156.52	150.49	110.04	139.61	113.28	33.60	79.66	152.48	127.17	132.23	113.96	118.52	103.91	119.01	98.13	135.62	132.48	139.89	103.85	100.72	120.82	130.33	98.97	158.79
QG37_06014	168	162.52	118.22	84.20	75.62	133.55	125.30	126.78	147.01	130.02	136.41	103.60	117.20	113.94	122.76	119.19	124.45	139.89	170.38	147.90	140.82	128.21	156.20	156.74	129.03	152.94	177.21	87.42	141.02	139.47	27.85	85.82	144.79	158.79	121.14	136.42	101.53	101.08	113.63	119.11	137.10	172.60	154.77	123.27	102.17	126.01	133.92	113.84	177.00
QG37_06015	219	123.97	96.63	60.11	64.06	113.58	94.67	94.35	93.89	103.85	82.69	95.23	89.24	78.52	97.80	105.35	89.62	146.66	132.03	114.38	111.30	110.32	129.92	135.53	107.95	115.58	140.95	90.89	122.72	106.08	20.19	61.39	109.60	130.06	110.94	101.18	77.72	111.56	103.88	83.16	130.04	121.07	131.53	93.16	81.29	92.78	95.95	94.23	132.29
QG37_06016	207	135.05	122.49	61.96	57.92	95.90	97.42	103.00	97.91	96.04	113.59	78.67	87.50	88.70	104.97	93.50	102.78	150.35	141.90	117.76	102.94	95.12	119.80	120.67	88.65	117.92	141.88	94.11	140.64	90.31	21.50	63.11	90.57	118.66	104.23	75.36	84.94	82.78	84.15	71.09	102.08	102.40	125.98	87.51	76.85	100.75	73.88	82.23	144.84
QG37_06017	228	100.01	98.11	52.63	56.74	77.43	103.08	98.30	102.86	105.80	103.70	74.27	86.84	96.75	98.78	88.10	91.63	127.44	145.72	115.11	95.28	98.41	110.90	137.60	96.29	112.32	139.54	97.40	115.71	100.05	23.39	63.93	103.96	111.39	99.56	95.28	90.02	95.97	87.48	85.26	112.56	100.54	139.79	76.59	90.02	106.16	102.83	100.96	135.31
QG37_06018	2136	118.90	117.45	69.27	73.48	109.14	110.57	106.04	115.84	118.92	99.41	86.74	102.34	97.07	99.46	100.10	118.17	127.39	155.67	131.77	116.14	106.49	112.65	128.03	98.01	113.22	149.26	95.28	122.49	100.64	26.11	70.04	111.63	131.84	123.21	109.13	95.70	101.83	116.10	81.23	116.59	141.33	124.80	85.85	84.55	112.35	109.35	105.44	129.10
QG37_06019	111	122.27	130.07	72.15	65.38	120.50	107.33	133.19	128.52	116.57	133.82	85.10	116.32	113.97	102.32	113.69	102.42	145.72	121.13	141.28	107.39	124.47	128.12	109.16	76.05	135.23	113.82	101.64	149.23	107.37	93.71	110.95	135.45	139.82	136.67	103.52	89.14	96.53	94.29	82.16	112.58	130.10	126.63	89.93	89.58	119.54	114.80	91.06	152.86
QG37_06020	135	60.71	41.76	23.79	12.90	41.81	36.92	40.01	39.25	30.87	38.54	28.54	34.94	35.60	26.73	31.91	27.24	41.76	43.94	39.61	42.76	40.21	35.71	39.27	27.54	37.29	43.53	30.81	35.26	28.81	11.18	21.93	41.93	33.13	31.33	23.99	22.04	26.20	23.53	24.53	31.61	35.27	32.99	25.27	19.11	34.59	30.86	28.09	43.18
QG37_06021	1011	132.21	120.66	73.15	76.26	107.96	114.06	118.33	108.05	128.98	117.94	92.73	93.81	103.04	109.10	108.42	111.68	137.97	146.68	139.47	129.09	120.36	125.97	137.11	102.54	114.21	138.08	103.56	123.57	111.95	23.52	72.14	122.18	132.23	135.19	111.81	86.89	98.78	111.35	82.76	132.10	141.41	127.47	91.77	87.29	101.09	109.31	91.36	132.56
QG37_06022	267	42.93	71.57	40.64	32.45	62.68	71.19	80.07	66.17	70.96	62.79	46.96	46.18	66.63	54.99	43.61	45.27	77.95	75.35	81.56	64.24	52.76	59.91	79.07	55.94	73.35	75.32	49.47	73.85	53.83	16.34	47.97	59.88	105.82	88.64	66.02	56.14	78.51	81.42	73.79	102.87	107.63	104.13	70.66	59.88	77.14	72.25	66.11	80.10
QG37_06023	174	105.59	85.21	52.75	46.26	76.79	70.94	71.55	76.61	79.53	64.96	63.16	55.92	77.86	58.75	58.47	59.76	85.74	79.68	92.72	72.86	74.08	82.59	93.84	62.22	84.71	78.16	63.11	76.95	63.98	15.64	44.63	83.95	106.54	90.98	72.89	78.52	65.68	87.71	62.78	112.61	117.86	128.92	79.41	70.19	66.67	89.97	78.14	95.46
QG37_06024	5631	105.56	98.28	60.48	66.34	92.67	98.69	99.16	97.55	108.36	90.35	79.93	77.37	79.40	85.91	86.86	101.65	122.28	131.20	114.36	100.79	103.42	97.99	112.50	87.74	104.40	126.48	84.27	104.96	84.31	25.67	56.90	102.15	113.59	101.55	94.68	78.53	90.96	98.13	75.35	103.09	121.10	103.29	78.81	80.50	96.17	95.46	86.69	116.45
QG37_06025	276	142.92	139.92	94.08	83.82	134.01	137.69	152.91	138.37	150.85	119.83	100.27	115.70	122.25	109.49	112.81	127.60	148.39	155.08	158.50	132.05	144.06	130.85	139.49	123.25	155.46	159.82	126.50	138.16	110.43	39.64	75.16	128.66	145.53	113.30	134.56	84.19	113.08	134.87	93.64	113.44	136.83	125.45	85.62	82.12	106.96	112.27	113.24	133.08
QG37_06026	5547	136.59	142.43	80.28	78.89	124.15	127.02	119.67	124.29	131.33	120.24	96.70	108.24	118.23	116.55	108.78	129.14	157.47	163.79	149.63	135.13	127.54	139.11	140.49	115.52	137.27	165.24	109.52	140.64	116.30	32.43	75.48	130.69	144.79	122.48	117.33	97.03	116.37	118.12	99.24	139.88	145.19	138.54	101.42	99.65	122.01	122.08	103.45	153.48
QG37_06027	417	98.42	114.28	63.33	68.03	102.66	98.41	113.56	113.82	109.83	109.32	78.24	103.87	110.19	80.53	101.26	85.04	153.02	134.27	116.25	104.27	120.62	116.62	104.22	107.08	99.76	139.51	84.41	122.11	87.44	22.63	78.52	112.53	123.37	104.71	96.92	74.46	108.67	93.75	97.23	110.86	138.19	117.32	65.27	90.65	99.80	101.02	88.72	107.29
QG37_06028	1521	103.11	95.73	62.55	60.17	93.69	97.41	95.87	90.27	108.70	87.55	76.69	74.15	82.89	74.75	79.97	99.08	118.68	123.80	107.16	96.56	114.17	92.89	99.85	87.57	94.25	120.07	87.57	96.42	78.88	21.38	50.12	87.12	110.45	85.70	98.65	75.26	88.67	101.50	85.33	98.25	115.37	96.21	68.78	72.24	89.34	86.95	81.63	118.05
QG37_06029	93	63.11	64.06	35.96	25.09	49.53	48.10	45.02	49.40	48.95	40.44	36.95	39.63	51.05	42.56	45.82	39.11	49.10	57.23	47.70	47.70	40.61	38.98	54.09	45.98	52.87	58.76	45.47	55.44	46.35	18.58	29.62	60.35	54.65	42.16	42.77	26.84	30.29	37.26	28.26	33.45	54.46	46.27	31.45	52.11	57.06	59.75	50.59	68.38
QG37_06030	2361	104.22	108.89	64.44	63.90	97.83	89.19	102.44	100.21	108.23	99.47	80.22	86.21	81.10	94.21	91.64	102.19	117.92	115.35	121.16	98.80	96.22	102.51	120.75	95.08	109.56	115.30	85.58	104.83	87.27	23.48	54.38	101.01	116.70	102.55	96.93	79.95	98.94	98.98	83.76	107.31	119.72	101.83	79.11	75.96	97.18	102.56	90.05	132.56
QG37_06031	738	101.11	114.49	63.61	79.66	101.87	86.45	98.08	120.14	130.36	108.62	88.18	86.69	97.91	98.40	93.46	113.12	127.73	161.21	162.33	107.96	105.00	120.39	123.61	114.91	133.25	144.98	104.40	130.72	97.41	25.17	72.23	135.90	116.40	114.52	102.81	97.24	107.10	95.84	87.59	135.93	146.91	123.30	102.51	89.28	108.18	100.13	109.26	140.78
QG37_06032	543	122.45	121.80	66.57	85.37	102.15	108.17	117.65	134.94	136.39	117.95	104.91	98.41	107.03	124.02	94.04	119.88	131.76	166.78	120.43	111.17	108.15	114.25	148.31	123.14	126.60	143.03	98.46	121.99	112.65	35.34	75.71	107.31	141.11	115.79	113.86	96.81	113.58	112.68	86.54	130.43	145.87	120.44	95.70	99.06	107.98	109.07	99.37	153.66
QG37_06033	1176	111.57	120.24	75.44	61.01	108.33	114.41	119.69	101.57	128.52	105.20	87.59	97.88	98.96	98.95	108.91	119.35	144.65	154.00	132.78	107.74	116.72	108.96	121.20	96.41	120.42	142.96	99.64	115.41	93.70	28.06	73.30	113.10	139.39	119.21	104.06	87.78	102.16	113.25	90.16	122.59	132.01	125.50	107.20	91.27	105.12	108.94	102.29	142.40
QG37_06034	2634	117.34	111.12	63.56	70.06	108.46	106.47	102.73	110.50	119.35	101.16	88.39	89.37	93.77	98.68	105.53	112.43	132.32	142.77	126.59	103.43	107.64	112.53	121.74	89.01	120.35	140.50	97.15	122.15	96.03	28.22	73.63	112.83	135.03	111.80	111.37	89.35	105.32	114.82	96.05	119.20	140.14	125.91	93.56	102.88	129.77	130.50	115.25	151.48
QG37_06035	1050	111.34	91.92	55.89	64.88	93.66	90.22	90.01	100.23	108.08	84.88	87.09	82.47	83.09	73.79	81.29	106.06	120.25	131.66	123.17	99.40	102.25	104.86	105.24	90.92	100.86	130.71	92.69	104.01	79.65	38.04	65.85	106.43	108.95	97.24	97.18	81.89	86.95	104.71	77.77	108.79	110.70	97.06	81.70	76.44	94.33	104.05	73.85	125.33
QG37_06036	663	97.16	104.75	42.83	47.32	91.11	79.10	94.42	81.95	95.40	85.33	67.35	75.54	67.73	80.83	86.71	85.43	109.71	119.20	117.90	96.17	97.57	90.35	97.46	90.43	105.71	100.68	83.19	83.85	75.60	21.41	55.22	94.88	101.40	90.71	85.93	77.55	85.14	93.41	65.26	109.48	105.78	94.76	77.59	68.72	96.61	90.51	80.52	111.89
QG37_06037	834	116.97	112.69	56.42	80.18	110.97	111.38	118.74	113.60	134.94	117.87	94.79	95.61	93.79	109.21	93.18	113.78	135.44	167.32	124.34	113.74	131.05	139.24	130.68	100.05	122.58	153.06	108.07	136.69	98.92	27.96	85.03	128.03	125.30	106.74	109.83	83.89	113.88	121.69	93.01	135.39	136.31	133.00	102.19	95.81	125.92	120.16	102.90	154.92
QG37_06038	825	126.93	128.58	65.04	74.05	109.93	117.16	108.60	112.27	138.49	106.62	84.59	85.37	92.87	107.89	108.08	111.33	153.13	156.49	144.32	126.80	131.81	134.60	131.06	116.10	138.89	171.43	98.57	126.96	106.37	35.96	74.76	114.21	129.76	120.61	117.40	86.61	104.03	116.61	91.17	126.64	145.96	121.07	110.49	99.89	128.57	117.35	103.36	150.74
QG37_06039	1095	110.13	114.14	60.83	68.90	109.04	107.31	107.03	112.33	121.19	91.76	86.80	85.74	86.32	108.78	94.31	111.17	126.00	164.84	130.14	102.76	113.95	115.67	118.94	100.13	115.72	135.00	105.91	127.72	97.12	29.16	64.51	115.27	132.92	108.26	108.77	93.72	98.01	109.50	86.93	115.73	127.61	117.41	92.34	92.80	111.46	119.37	99.40	146.14
QG37_06040	855	95.02	119.73	69.20	77.65	98.76	96.43	98.72	110.80	110.74	102.88	77.91	90.39	75.40	101.70	113.14	103.71	122.54	131.84	123.93	100.51	102.31	105.70	107.09	86.38	115.74	130.33	101.01	116.78	89.16	24.67	58.38	113.62	130.95	106.78	107.05	80.35	100.78	98.72	83.36	98.58	122.94	119.38	88.34	85.08	102.36	106.56	103.02	122.17
QG37_06041	1836	106.23	116.06	59.41	63.91	100.37	100.50	100.01	94.67	122.31	98.57	85.76	87.85	92.54	103.03	97.52	97.76	124.90	153.94	129.31	96.50	111.52	118.60	129.78	100.42	126.19	134.46	95.79	124.07	94.26	27.65	75.79	109.69	122.13	106.25	99.10	86.00	96.53	104.75	85.48	115.05	132.47	124.49	94.33	90.15	106.99	117.67	108.75	136.50
QG37_06042	1527	98.62	115.32	64.68	59.83	102.03	93.83	106.94	88.17	110.72	90.55	86.21	88.13	80.61	95.39	90.90	101.75	119.03	141.71	121.51	104.99	109.83	112.10	119.52	93.75	123.27	127.63	90.79	98.37	78.28	25.54	58.96	105.29	123.18	108.94	94.70	86.94	87.07	96.58	86.78	122.69	131.04	105.91	79.63	76.59	102.02	109.86	96.66	134.18
QG37_06043	618	112.62	115.16	71.59	78.76	122.25	108.53	95.79	104.59	126.99	105.01	77.89	105.72	93.03	99.95	93.29	107.70	126.32	137.14	114.89	102.17	104.12	113.06	117.85	94.33	131.43	120.39	101.93	124.93	91.95	24.92	79.24	123.80	131.63	116.01	117.71	91.08	107.56	103.35	95.12	107.85	139.59	105.00	89.54	76.99	108.97	108.70	92.88	128.23
QG37_06044	195	134.12	133.17	77.29	64.86	115.94	115.91	102.86	102.67	133.88	115.98	79.21	114.69	96.11	109.67	99.89	110.19	133.22	133.92	155.61	113.83	133.43	126.49	122.29	120.98	142.68	158.85	107.88	121.50	109.18	39.18	72.44	138.10	144.85	153.01	138.59	99.75	133.43	120.53	93.32	114.41	143.45	133.29	110.67	94.18	114.05	108.19	84.27	129.03
QG37_06045	183	111.09	121.03	63.04	73.44	107.86	107.98	80.12	100.20	128.97	90.48	82.94	108.50	95.95	107.22	99.28	125.85	131.40	150.57	145.43	116.95	142.17	126.87	131.72	116.92	133.01	138.45	95.48	113.11	94.48	35.46	75.11	112.95	136.44	129.08	135.90	97.98	117.50	125.57	107.44	116.72	145.66	131.57	81.41	86.87	99.56	119.90	98.04	133.22
QG37_06046	696	125.78	148.05	67.69	67.16	105.96	105.25	93.57	105.33	120.90	104.68	81.48	102.88	98.18	101.30	100.49	115.34	134.59	139.32	128.08	121.37	121.94	111.65	123.81	96.06	122.32	146.90	92.75	118.58	85.42	27.26	77.57	103.50	146.19	100.81	112.09	90.10	100.63	101.36	95.34	120.34	148.11	134.28	99.12	93.17	106.82	111.35	103.48	131.04
QG37_06047	645	119.76	118.51	66.98	71.03	105.14	89.76	91.12	87.08	124.78	94.40	80.40	87.17	82.81	88.69	87.33	100.03	124.79	129.29	119.78	109.81	105.51	120.11	110.91	85.42	102.89	123.78	84.27	105.16	91.32	23.39	73.28	109.95	118.88	102.77	99.31	79.22	113.78	94.99	81.28	106.60	127.66	127.91	77.02	89.47	96.53	98.56	92.51	126.65
QG37_06048	108	100.98	106.56	63.55	72.19	90.94	81.87	104.22	98.28	107.39	83.50	100.58	100.80	85.00	95.59	80.19	103.53	101.86	125.45	126.05	111.52	107.13	87.31	125.00	97.88	113.44	117.02	97.29	128.48	100.50	23.15	67.06	109.06	124.91	101.94	93.33	86.03	96.39	105.44	86.91	114.70	109.53	120.57	96.64	85.36	112.07	98.73	108.09	122.22
QG37_06049	744	104.69	111.04	62.81	69.26	94.83	101.34	93.44	99.77	110.60	77.78	89.00	84.32	89.44	98.94	85.70	108.00	118.10	140.12	107.66	98.77	114.95	104.57	114.27	94.69	116.08	124.86	83.96	102.81	82.99	22.65	60.51	99.53	138.13	97.57	94.59	89.62	106.27	106.77	78.42	107.83	132.81	119.17	87.50	74.74	105.79	101.11	78.49	114.53
QG37_06050	357	110.64	112.09	66.17	61.47	112.20	125.55	96.22	102.13	111.92	93.86	86.47	91.88	87.99	90.13	79.28	107.08	108.75	149.08	123.81	81.70	111.03	108.87	111.30	91.41	124.03	131.30	92.37	106.92	95.13	29.97	63.23	110.58	129.76	119.45	105.10	88.25	111.36	91.79	99.70	105.09	131.02	117.82	90.70	88.90	106.52	104.36	89.85	120.09
QG37_06051	630	111.73	117.59	66.97	71.63	86.99	96.40	89.32	102.40	118.75	86.42	77.44	84.82	86.85	107.02	85.91	100.66	125.55	150.42	149.17	105.75	114.80	103.14	124.68	93.08	111.73	132.98	102.43	119.62	92.54	26.48	69.98	91.54	131.66	116.49	109.96	91.22	89.82	103.33	84.62	133.40	127.66	119.79	92.86	87.19	115.29	113.86	90.17	136.27
QG37_06052	534	116.73	114.77	62.62	69.18	120.18	108.34	112.42	96.52	112.89	87.92	75.28	102.33	73.64	107.09	112.49	121.84	132.44	149.35	126.42	120.67	102.36	133.90	129.10	94.66	114.36	141.00	109.45	112.55	95.86	24.93	80.60	108.65	134.75	111.84	112.49	93.16	111.76	96.54	85.85	117.18	125.93	141.33	102.41	99.08	131.31	117.18	119.26	138.73
QG37_06053	1707	121.94	120.84	69.71	62.83	106.29	101.45	99.94	106.82	131.94	99.40	76.59	85.12	89.77	104.77	96.42	111.52	144.95	146.43	130.97	104.51	114.98	109.75	133.82	107.02	113.27	132.51	87.39	117.08	94.16	24.42	68.37	116.77	130.02	109.47	94.24	88.70	93.99	101.76	87.86	117.97	138.04	128.92	100.25	90.12	115.13	119.54	94.04	139.30
QG37_06054	2058	103.57	109.67	54.12	63.39	94.65	98.22	94.05	102.39	100.10	93.94	79.83	77.65	84.87	91.93	99.29	115.49	120.57	126.39	101.91	103.26	105.65	96.64	115.69	91.43	105.89	127.53	86.93	108.88	85.74	30.15	64.07	98.93	118.54	97.23	97.79	81.12	86.86	100.64	83.16	105.37	121.89	112.81	82.96	79.86	98.52	100.95	91.53	118.91
